CustomerKey,GeographyKey,CustomerAlternateKey,fullname,gender,EmailAddress,EnglishOccupation,DateFirstPurchase,City,EnglishCountryRegionName
11237,161,AW00011237,Clarence M. Anand,Male,clarence36@adventure-works.com,Management,2011-09-05,Solingen,Germany
11238,232,AW00011238,Mayra   Prasad,Female,mayra9@adventure-works.com,Management,2011-01-06,Birmingham,United Kingdom
11239,249,AW00011239,Latoya C. Goel,Female,latoya18@adventure-works.com,Professional,2011-01-19,London,United Kingdom
11240,273,AW00011240,Anne B. Hernandez,Female,anne4@adventure-works.com,Professional,2011-02-27,Watford,United Kingdom
11241,211,AW00011241,Lisa   Cai,Female,lisa24@adventure-works.com,Professional,2012-09-10,Les Ulis,France
11242,209,AW00011242,Larry   Munoz,Male,larry9@adventure-works.com,Professional,2012-09-19,Versailles,France
11243,237,AW00011243,Robin V. Alvarez,Female,robin2@adventure-works.com,Professional,2011-02-21,Esher-Molesey,United Kingdom
11244,267,AW00011244,Alexis M. Coleman,Female,alexis28@adventure-works.com,Management,2011-02-12,Runcorn,United Kingdom
11245,132,AW00011245,Ricky D. Vazquez,Male,ricky15@adventure-works.com,Professional,2011-09-26,Hamburg,Germany
11246,147,AW00011246,Latasha   Rubio,Female,latasha21@adventure-works.com,Professional,2011-10-03,Hamburg,Germany
11247,242,AW00011247,Claudia M. Zhou,Female,claudia7@adventure-works.com,Professional,2011-02-18,Lancaster,United Kingdom
11248,223,AW00011248,Tristan P. Alexander,Male,tristan19@adventure-works.com,Professional,2013-07-14,Saint-Denis,France
11249,178,AW00011249,Cindy A. Patel,Female,cindy3@adventure-works.com,Professional,2011-10-09,Sulzbach Taunus,Germany
11250,276,AW00011250,Shannon D. Liu,Female,shannon4@adventure-works.com,Professional,2011-03-17,Woolston,United Kingdom
11251,50,AW00011251,Xavier   Long,Male,xavier51@adventure-works.com,Professional,2013-10-18,Haney,Canada
11252,335,AW00011252,Nicholas D. Thompson,Male,nicholas16@adventure-works.com,Management,2011-08-14,Lemon Grove,United States
11253,69,AW00011253,José M. Hernandez,Male,josé54@adventure-works.com,Management,2013-03-01,Victoria,Canada
11254,612,AW00011254,Johnathan W. Vance,Male,johnathan5@adventure-works.com,Management,2013-11-23,Burien,United States
11255,612,AW00011255,Colin   Lin,Male,colin8@adventure-works.com,Management,2013-02-23,Burien,United States
11256,626,AW00011256,Katelyn L. Hernandez,Female,katelyn42@adventure-works.com,Management,2013-04-15,Lynnwood,United States
11257,345,AW00011257,Jacqueline   Powell,Female,jacqueline9@adventure-works.com,Management,2011-08-24,Newport Beach,United States
11258,352,AW00011258,Xavier   Hill,Male,xavier26@adventure-works.com,Management,2013-05-21,Palo Alto,United States
11259,548,AW00011259,Victoria C. Stewart,Female,victoria24@adventure-works.com,Professional,2011-09-04,Salem,United States
11260,302,AW00011260,Katelyn L. Kelly,Female,katelyn1@adventure-works.com,Management,2013-02-05,Burlingame,United States
11261,359,AW00011261,Stephanie   Collins,Female,stephanie52@adventure-works.com,Management,2011-09-27,San Diego,United States
11262,60,AW00011262,Jennifer   Simmons,Female,jennifer88@adventure-works.com,Management,2013-02-27,Port Hammond,Canada
11263,612,AW00011263,Trinity   Richardson,Female,trinity9@adventure-works.com,Professional,2011-08-29,Burien,United States
11264,618,AW00011264,Eduardo   Martin,Male,eduardo13@adventure-works.com,Professional,2013-01-02,Issaquah,United States
11265,623,AW00011265,Elizabeth P. Jones,Female,elizabeth7@adventure-works.com,Professional,2013-01-03,Kirkland,United States
11266,632,AW00011266,Taylor   Howard,Female,taylor14@adventure-works.com,Professional,2011-09-10,Port Orchard,United States
11267,302,AW00011267,David   Diaz,Male,david55@adventure-works.com,Professional,2011-09-17,Burlingame,United States
11268,312,AW00011268,Katelyn A. Carter,Female,katelyn33@adventure-works.com,Management,2013-05-29,Coronado,United States
11269,314,AW00011269,Ryan W. Foster,Male,ryan19@adventure-works.com,Management,2013-08-22,Daly City,United States
11270,334,AW00011270,Robert L. Lee,Male,robert82@adventure-works.com,Management,2011-09-10,Lakewood,United States
11271,360,AW00011271,Danielle C. Reed,Female,danielle23@adventure-works.com,Management,2011-09-27,San Francisco,United States
11272,300,AW00011272,Lauren L. Martinez,Female,lauren35@adventure-works.com,Professional,2011-09-19,Beverly Hills,United States
11273,331,AW00011273,Nathan E. Lal,Male,nathan26@adventure-works.com,Professional,2013-05-14,La Jolla,United States
11274,609,AW00011274,Kyle M. Foster,Male,kyle11@adventure-works.com,Management,2011-08-29,Bellingham,United States
11275,310,AW00011275,Jenny D. Rai,Female,jenny40@adventure-works.com,Management,2011-08-30,Colma,United States
11276,49,AW00011276,Nancy E. Chapman,Female,nancy7@adventure-works.com,Professional,2013-01-29,Cliffside,Canada
11277,62,AW00011277,Charles P. Jackson,Male,charles15@adventure-works.com,Professional,2013-02-02,Royal Oak,Canada
11278,614,AW00011278,Jonathan   Phillips,Male,jonathan35@adventure-works.com,Professional,2011-09-16,Edmonds,United States
11279,616,AW00011279,Amanda S. Cook,Female,amanda3@adventure-works.com,Professional,2013-03-03,Everett,United States
11280,626,AW00011280,Robert   Collins,Male,robert45@adventure-works.com,Professional,2013-07-01,Lynnwood,United States
11281,301,AW00011281,Megan J. Barnes,Female,megan53@adventure-works.com,Management,2011-09-13,Burbank,United States
11282,612,AW00011282,Christian A. Thomas,Male,christian46@adventure-works.com,Professional,2011-08-31,Burien,United States
11283,299,AW00011283,Arturo   Lal,Male,arturo33@adventure-works.com,Management,2013-05-29,Berkeley,United States
11284,307,AW00011284,Theresa   Serrano,Female,theresa12@adventure-works.com,Management,2013-02-06,Chula Vista,United States
11285,322,AW00011285,Jeremy J. Anderson,Male,jeremy2@adventure-works.com,Professional,2013-07-27,Fremont,United States
11286,374,AW00011286,Hunter D. Griffin,Male,hunter16@adventure-works.com,Management,2011-09-21,Torrance,United States
11287,49,AW00011287,Henry B. Garcia,Male,henry16@adventure-works.com,Professional,2013-01-29,Cliffside,Canada
11288,301,AW00011288,Cindy K. Sanchez,Female,cindy19@adventure-works.com,Management,2013-03-05,Burbank,United States
11289,315,AW00011289,Maria S. Carter,Female,maria53@adventure-works.com,Management,2011-09-08,Downey,United States
11290,334,AW00011290,Katelyn   Sanchez,Female,katelyn26@adventure-works.com,Management,2011-09-20,Lakewood,United States
11291,335,AW00011291,Jenna   Wright,Female,jenna19@adventure-works.com,Management,2011-09-04,Lemon Grove,United States
11292,361,AW00011292,Seth   Phillips,Male,seth42@adventure-works.com,Professional,2011-09-15,San Gabriel,United States
11293,632,AW00011293,Luke S. Long,Male,luke28@adventure-works.com,Professional,2013-02-24,Port Orchard,United States
11294,618,AW00011294,Dalton P. Clark,Male,dalton18@adventure-works.com,Professional,2013-09-25,Issaquah,United States
11295,311,AW00011295,Taylor G. Lewis,Female,taylor67@adventure-works.com,Skilled Manual,2011-09-25,Concord,United States
11296,616,AW00011296,Haley   Richardson,Female,haley10@adventure-works.com,Management,2011-09-01,Everett,United States
11297,301,AW00011297,Noah   Coleman,Male,noah2@adventure-works.com,Management,2011-09-26,Burbank,United States
11298,307,AW00011298,Jon   Luo,Male,jon46@adventure-works.com,Management,2011-09-12,Chula Vista,United States
11299,301,AW00011299,Orlando E. Vazquez,Male,orlando14@adventure-works.com,Management,2011-09-26,Burbank,United States
11300,54,AW00011300,Fernando   Barnes,Male,fernando47@adventure-works.com,Professional,2013-01-31,N. Vancouver,Canada
11301,607,AW00011301,Cameron L. Rodriguez,Male,cameron38@adventure-works.com,Professional,2013-06-09,Ballard,United States
11302,539,AW00011302,Spencer   Russell,Male,spencer22@adventure-works.com,Professional,2011-09-06,Corvallis,United States
11303,614,AW00011303,Julia   Coleman,Female,julia72@adventure-works.com,Professional,2011-09-02,Edmonds,United States
11304,547,AW00011304,Julia B. Garcia,Female,julia38@adventure-works.com,Professional,2013-03-20,Portland,United States
11305,307,AW00011305,Sean A. Evans,Male,sean31@adventure-works.com,Professional,2013-03-25,Chula Vista,United States
11306,312,AW00011306,Micah A. Zhou,Male,micah19@adventure-works.com,Professional,2013-06-30,Coronado,United States
11307,314,AW00011307,Hunter P. Rodriguez,Male,hunter53@adventure-works.com,Skilled Manual,2011-09-04,Daly City,United States
11308,546,AW00011308,Ian T. Gonzales,Male,ian57@adventure-works.com,Professional,2013-09-07,Oregon City,United States
11309,536,AW00011309,Victoria   Lewis,Female,victoria20@adventure-works.com,Professional,2013-07-09,Beaverton,United States
11310,360,AW00011310,Erin A. Sanders,Female,erin7@adventure-works.com,Management,2013-08-12,San Francisco,United States
11311,626,AW00011311,Gabrielle D. Lopez,Female,gabrielle63@adventure-works.com,Management,2013-04-18,Lynnwood,United States
11312,626,AW00011312,Sara   Richardson,Female,sara10@adventure-works.com,Management,2013-05-17,Lynnwood,United States
11313,632,AW00011313,Trevor   Jenkins,Male,trevor6@adventure-works.com,Management,2013-05-07,Port Orchard,United States
11314,618,AW00011314,Mya   Flores,Female,mya13@adventure-works.com,Management,2013-02-25,Issaquah,United States
11315,632,AW00011315,Hailey J. Ward,Female,hailey12@adventure-works.com,Management,2013-05-20,Port Orchard,United States
11316,51,AW00011316,Luke   Allen,Male,luke52@adventure-works.com,Management,2013-01-12,Langford,Canada
11317,548,AW00011317,Victoria D. Russell,Female,victoria66@adventure-works.com,Professional,2011-09-01,Salem,United States
11318,614,AW00011318,Jessica   Wilson,Female,jessica54@adventure-works.com,Professional,2013-10-17,Edmonds,United States
11319,348,AW00011319,Jade E. Bailey,Female,jade13@adventure-works.com,Management,2011-09-09,Oakland,United States
11320,325,AW00011320,Morgan M. Hill,Female,morgan19@adventure-works.com,Management,2013-06-15,Glendale,United States
11321,612,AW00011321,Terrance D. Raman,Male,terrance9@adventure-works.com,Management,2013-02-23,Burien,United States
11322,611,AW00011322,Sydney   Garcia,Female,sydney78@adventure-works.com,Management,2013-03-24,Bremerton,United States
11323,314,AW00011323,Jose   Patterson,Male,jose33@adventure-works.com,Management,2011-09-10,Daly City,United States
11324,325,AW00011324,Zachary   Anderson,Male,zachary39@adventure-works.com,Management,2011-09-26,Glendale,United States
11325,637,AW00011325,Elijah E. Ross,Male,elijah7@adventure-works.com,Management,2011-09-19,Seattle,United States
11326,300,AW00011326,Rafael M. Xie,Male,rafael26@adventure-works.com,Management,2011-09-15,Beverly Hills,United States
11327,301,AW00011327,Jaime C. Moreno,Male,jaime48@adventure-works.com,Management,2011-09-26,Burbank,United States
11328,55,AW00011328,Julian M. Griffin,Male,julian20@adventure-works.com,Management,2013-01-05,Newton,Canada
11329,311,AW00011329,Andy   Alvarez,Male,andy9@adventure-works.com,Management,2011-09-25,Concord,United States
11330,59,AW00011330,Ryan M. Thompson,Male,ryan38@adventure-works.com,Management,2013-02-12,Oak Bay,Canada
11331,63,AW00011331,Samantha   Jenkins,Female,samantha32@adventure-works.com,Skilled Manual,2013-02-07,Shawnee,Canada
11332,153,AW00011332,Deanna D. Ramos,Female,deanna44@adventure-works.com,Manual,2011-10-15,Berlin,Germany
11333,261,AW00011333,Emily R. Miller,Female,emily6@adventure-works.com,Clerical,2011-03-21,Newcastle upon Tyne,United Kingdom
11334,269,AW00011334,Nicole   Brown,Female,nicole4@adventure-works.com,Manual,2011-03-04,Stoke-on-Trent,United Kingdom
11335,120,AW00011335,Carla L. Raman,Female,carla14@adventure-works.com,Manual,2011-10-23,Hof,Germany
11336,204,AW00011336,Shaun   Raji,Male,shaun21@adventure-works.com,Clerical,2012-09-27,Paris,France
11337,273,AW00011337,Jerome   Romero,Male,jerome7@adventure-works.com,Manual,2011-03-09,Watford,United Kingdom
11338,154,AW00011338,Frank F. Navarro,Male,frank17@adventure-works.com,Clerical,2011-10-11,Bonn,Germany
11339,202,AW00011339,Dennis M. She,Male,dennis25@adventure-works.com,Clerical,2012-10-07,Paris,France
11340,192,AW00011340,Melody C. Munoz,Female,melody8@adventure-works.com,Clerical,2012-10-27,Paris,France
11341,236,AW00011341,Randy A. Zeng,Male,randy24@adventure-works.com,Clerical,2011-04-11,Cheltenham,United Kingdom
11342,191,AW00011342,Marshall L. Wang,Male,marshall0@adventure-works.com,Clerical,2013-07-12,Boulogne-sur-Mer,France
11343,264,AW00011343,Arthur P. Carlson,Male,arthur41@adventure-works.com,Manual,2011-04-04,Oxon,United Kingdom
11344,262,AW00011344,Jessie   Jimenez,Female,jessie3@adventure-works.com,Manual,2011-05-13,Oxford,United Kingdom
11345,224,AW00011345,Robin   Ramos,Female,robin13@adventure-works.com,Manual,2012-10-22,Tremblay-en-France,France
11346,196,AW00011346,Deanna E. Gutierrez,Female,deanna37@adventure-works.com,Manual,2012-10-01,Paris,France
11347,156,AW00011347,Roy T. Navarro,Male,roy30@adventure-works.com,Manual,2013-03-16,Braunschweig,Germany
11348,151,AW00011348,Shawn   Rai,Male,shawn19@adventure-works.com,Manual,2013-03-31,Paderborn,Germany
11349,134,AW00011349,Mindy J. Luo,Female,mindy10@adventure-works.com,Manual,2014-01-13,München,Germany
11350,265,AW00011350,Cara   Zhou,Female,cara5@adventure-works.com,Clerical,2013-02-05,Peterborough,United Kingdom
11351,253,AW00011351,Anne R. Ramos,Female,anne19@adventure-works.com,Clerical,2011-06-12,London,United Kingdom
11352,222,AW00011352,Raymond A. Rodriguez,Male,raymond20@adventure-works.com,Manual,2013-05-01,Pantin,France
11353,271,AW00011353,Carrie L. Ortega,Female,carrie19@adventure-works.com,Clerical,2011-06-12,Warrington,United Kingdom
11354,119,AW00011354,Deanna   Suarez,Female,deanna45@adventure-works.com,Manual,2013-12-03,Grevenbroich,Germany
11355,275,AW00011355,Roberto   Gutierrez,Male,roberto11@adventure-works.com,Clerical,2013-09-26,Wokingham,United Kingdom
11356,6,AW00011356,Terrence   Carson,Male,terrence15@adventure-works.com,Manual,2011-05-10,Lavender Bay,Australia
11357,21,AW00011357,Ramon   Ye,Male,ramon9@adventure-works.com,Manual,2011-06-18,Caloundra,Australia
11358,2,AW00011358,Cynthia   Malhotra,Female,cynthia9@adventure-works.com,Manual,2011-06-28,Coffs Harbour,Australia
11359,7,AW00011359,Jarrod   Prasad,Male,jarrod9@adventure-works.com,Manual,2011-06-13,Malabar,Australia
11360,26,AW00011360,Tyrone   Serrano,Male,tyrone15@adventure-works.com,Manual,2011-06-27,Rockhampton,Australia
11361,10,AW00011361,Cindy G. Ramos,Female,cindy22@adventure-works.com,Manual,2013-10-01,Newcastle,Australia
11362,33,AW00011362,Damien M. Shan,Male,damien26@adventure-works.com,Manual,2013-03-29,Cranbourne,Australia
11363,35,AW00011363,Julian   Ross,Male,julian5@adventure-works.com,Manual,2011-06-08,Melbourne,Australia
11364,34,AW00011364,Jennifer   Collins,Female,jennifer6@adventure-works.com,Manual,2011-06-07,Geelong,Australia
11365,29,AW00011365,Brittney   Sun,Female,brittney12@adventure-works.com,Manual,2011-05-31,Findon,Australia
11366,37,AW00011366,Virginia R. Patel,Female,virginia4@adventure-works.com,Clerical,2013-06-24,Seaford,Australia
11367,12,AW00011367,Calvin J. Nara,Male,calvin15@adventure-works.com,Clerical,2013-07-07,North Sydney,Australia
11368,26,AW00011368,Edward   Miller,Male,edward28@adventure-works.com,Manual,2011-06-24,Rockhampton,Australia
11369,29,AW00011369,Ashlee D. Tang,Female,ashlee11@adventure-works.com,Clerical,2013-07-05,Findon,Australia
11370,38,AW00011370,Alicia   Xu,Female,alicia3@adventure-works.com,Clerical,2013-07-13,South Melbourne,Australia
11371,26,AW00011371,Lacey C. Jai,Female,lacey1@adventure-works.com,Clerical,2013-11-07,Rockhampton,Australia
11372,20,AW00011372,Wendy H. Romero,Female,wendy8@adventure-works.com,Clerical,2011-06-07,Brisbane,Australia
11373,135,AW00011373,Carly H. Luo,Female,carly5@adventure-works.com,Clerical,2013-08-27,Salzgitter,Germany
11374,162,AW00011374,Jimmy M. Ortega,Male,jimmy26@adventure-works.com,Clerical,2013-04-15,Werne,Germany
11375,240,AW00011375,Francisco   Martinez,Male,francisco19@adventure-works.com,Clerical,2013-10-17,High Wycombe,United Kingdom
11376,268,AW00011376,Lance   Vazquez,Male,lance14@adventure-works.com,Clerical,2013-10-15,Liverpool,United Kingdom
11377,161,AW00011377,David R. Robinett,Male,david22@adventure-works.com,Clerical,2013-02-28,Solingen,Germany
11378,184,AW00011378,Shannon   Liang,Female,shannon15@adventure-works.com,Manual,2012-10-17,Metz,France
11379,214,AW00011379,Gary   Vazquez,Male,gary25@adventure-works.com,Manual,2012-10-02,Boulogne-Billancourt,France
11380,175,AW00011380,Mitchell L. Kumar,Male,mitchell7@adventure-works.com,Manual,2011-10-11,Saarlouis,Germany
11381,249,AW00011381,Meredith   Raman,Female,meredith11@adventure-works.com,Manual,2011-06-12,London,United Kingdom
11382,189,AW00011382,Edward   Patterson,Male,edward59@adventure-works.com,Manual,2012-11-03,Roubaix,France
